State ,City,Location,Month,Nitrogen,Phosphorous,Potassium,Temperature,Humidity,Ph,RainFall,CropType
Colorado,Westminster,39°53′N 105°04′W / 39.88°N 105.06°W,March,69,48,83,56.22454117,78,8,104.6,mango
North Carolina,High Point,35°59′N 79°59′W / 35.99°N 79.99°W,March,83,64,82,47.56512976,81,3,105,kidneybeans
Utah,Provo,40°15′N 111°39′W / 40.25°N 111.65°W,March,90,68,56,77.33070964,73,7,83.7,orange
Massachusetts,Lowell,42°38′N 71°19′W / 42.64°N 71.32°W,March,79,83,60,61.56856368,67,8,44.7,orange
Illinois,Elgin,42°02′N 88°20′W / 42.04°N 88.33°W,March,90,55,50,53.39634059,79,6,69.9,grapes
Connecticut,Waterbury,41°34′N 73°02′W / 41.56°N 73.04°W,March,91,62,53,74.97109449,77,7,79.7,cotton
Illinois,Springfield,39°47′N 89°38′W / 39.79°N 89.64°W,March,79,44,48,53.27797173,73,4,130.9,maize
Oregon,Gresham,45°30′N 122°26′W / 45.50°N 122.44°W,March,84,42,79,67.42237385,71,8,56.7,mothbeans
California,Murrieta,33°34′N 117°11′W / 33.57°N 117.19°W,March,82,58,65,76.2194877,68,8,48.8,jute
Texas,Lewisville,33°03′N 96°59′W / 33.05°N 96.98°W,March,85,80,73,46.90248993,81,6,69.9,pomegranate
New Mexico,Las Cruces,32°20′N 106°47′W / 32.33°N 106.79°W,March,92,41,74,45.20241301,70,3,93.2,maize
Michigan,Lansing,42°43′N 84°34′W / 42.71°N 84.56°W,March,69,67,40,71.2667473,80,3,109.8,apple
Texas,Beaumont,30°05′N 94°09′W / 30.08°N 94.15°W,March,85,71,51,50.90508841,81,8,119.2,banana
Texas,Odessa,31°53′N 102°21′W / 31.88°N 102.35°W,March,70,48,84,59.95376206,74,5,130.9,mungbean
Colorado,Pueblo,38°16′N 104°37′W / 38.27°N 104.61°W,March,90,48,41,63.62496896,72,5,108.4,watermelon
Illinois,Peoria,40°45′N 89°37′W / 40.75°N 89.62°W,March,67,69,74,73.25893957,70,7,135.1,kidneybeans
California,Downey,33°56′N 118°08′W / 33.94°N 118.13°W,March,72,85,60,57.12839765,78,7,43.9,grapes
Florida,Pompano Beach,26°14′N 80°08′W / 26.24°N 80.13°W,March,85,50,79,59.12102444,69,5,62.1,grapes
Florida,Miami Gardens,25°57′N 80°14′W / 25.95°N 80.24°W,March,85,75,72,66.09958356,78,3,130.9,blackgram
California,Temecula,33°29′N 117°08′W / 33.49°N 117.13°W,March,79,71,85,65.8095608,81,3,53.3,pomegranate
Washington,Everett,47°57′N 122°11′W / 47.95°N 122.19°W,March,90,68,80,54.93947072,67,7,60.3,lentil
California,Costa Mesa,33°40′N 117°55′W / 33.67°N 117.91°W,March,90,59,76,47.22804129,78,4,60.3,papaya
California,Ventura,34°16′N 119°15′W / 34.27°N 119.25°W,March,82,50,68,71.4965735,75,6,76.1,blackgram
Nevada,Sparks,39°34′N 119°43′W / 39.57°N 119.72°W,March,89,55,51,51.863655,76,5,58.8,muskmelon
California,Santa Maria,34°56′N 120°26′W / 34.93°N 120.44°W,March,82,81,46,67.45573435,84,3,79.7,pigeonpeas
Texas,Sugar Land,29°35′N 95°38′W / 29.59°N 95.63°W,March,87,65,74,61.38936276,82,5,119.8,chickpea
Colorado,Greeley,40°25′N 104°46′W / 40.41°N 104.77°W,March,81,53,51,69.34734347,81,5,130.9,mungbean
Georgia,South Fulton,33°40′N 84°34′W / 33.66°N 84.57°W,March,68,67,54,64.29731004,70,5,52.6,grapes
Michigan,Dearborn,42°19′N 83°13′W / 42.31°N 83.21°W,March,77,63,85,65.62125388,69,7,146.3,blackgram
North Carolina,Concord,35°23′N 80°38′W / 35.39°N 80.64°W,March,70,81,82,69.68926986,65,8,112.7,mungbean
New Jersey,Edison,40°30′N 74°21′W / 40.50°N 74.35°W,March,91,44,61,50.46710506,77,8,112.9,jute
Texas,Tyler,32°19′N 95°19′W / 32.32°N 95.31°W,March,78,41,49,69.58945838,81,7,77.3,pigeonpeas
Georgia,Sandy Springs,33°56′N 84°22′W / 33.93°N 84.37°W,March,88,57,77,51.07765531,80,4,84,chickpea
California,West Covina,34°04′N 117°55′W / 34.06°N 117.91°W,March,66,58,51,76.78803411,77,7,41.3,pomegranate
Wisconsin,Green Bay,44°31′N 87°59′W / 44.52°N 87.99°W,March,79,63,71,65.86661072,78,5,89.1,cotton
Colorado,Centennial,39°35′N 104°52′W / 39.59°N 104.87°W,March,83,59,54,65.11676461,79,3,113.6,apple
California,Jurupa Valley,34°00′N 117°28′W / 34.00°N 117.47°W,March,71,78,45,68.08816674,80,6,113.2,maize
California,El Monte,34°04′N 118°02′W / 34.07°N 118.03°W,March,68,59,74,45.87340115,70,4,87,apple
Texas,Allen,33°07′N 96°40′W / 33.11°N 96.67°W,March,72,46,83,69.36604026,82,5,44.8,chickpea
Oregon,Hillsboro,45°32′N 122°56′W / 45.53°N 122.94°W,March,92,48,56,62.6648759,71,6,114.3,watermelon
California,Menifee,33°41′N 117°11′W / 33.69°N 117.18°W,March,86,45,65,77.50400293,83,8,46,rice
Idaho,Nampa,43°35′N 116°34′W / 43.58°N 116.56°W,March,68,56,84,72.13883656,78,8,119.9,apple
Washington,Spokane Valley,47°40′N 117°14′W / 47.66°N 117.23°W,March,71,44,72,70.61992165,81,8,121.6,lentil
New Mexico,Rio Rancho,35°17′N 106°42′W / 35.29°N 106.70°W,March,93,41,74,52.28919331,78,3,68,kidneybeans
Massachusetts,Brockton,42°05′N 71°01′W / 42.08°N 71.02°W,March,77,55,73,58.00941399,73,3,119.6,blackgram
California,El Cajon,32°48′N 116°58′W / 32.80°N 116.96°W,March,77,57,43,79.98746921,76,3,129,apple
California,Burbank,34°11′N 118°20′W / 34.19°N 118.33°W,March,65,44,82,75.45434499,73,7,112.7,pomegranate
California,Inglewood,33°58′N 118°20′W / 33.96°N 118.34°W,March,73,77,80,63.16897572,66,8,62.9,orange
Washington,Renton,47°29′N 122°11′W / 47.48°N 122.19°W,March,67,56,83,47.50909757,76,6,58.7,banana
Florida,Davie,26°05′N 80°17′W / 26.08°N 80.28°W,March,85,74,50,66.78164674,85,8,119.4,mango
California,Rialto,34°07′N 117°23′W / 34.12°N 117.39°W,March,92,40,72,79.71229227,70,8,55,blackgram
Colorado,Boulder,40°01′N 105°15′W / 40.02°N 105.25°W,March,79,52,64,79.54966606,76,8,43.1,grapes
Indiana,South Bend,41°41′N 86°16′W / 41.68°N 86.27°W,March,70,68,47,67.36451256,75,3,60.2,jute
New Jersey,Woodbridge,40°34′N 74°17′W / 40.56°N 74.29°W,March,92,65,62,53.99835043,68,5,150,apple
California,Vacaville,38°22′N 121°58′W / 38.36°N 121.97°W,March,84,47,69,70.90974485,78,6,131.2,mango
Texas,Wichita Falls,33°55′N 98°32′W / 33.91°N 98.53°W,March,70,51,66,78.25337266,81,8,85.1,muskmelon
Missouri,Lee's Summit,38°55′N 94°23′W / 38.92°N 94.38°W,March,68,76,62,47.62773659,76,7,98.1,lentil
Texas,Edinburg,26°19′N 98°10′W / 26.32°N 98.16°W,March,68,54,68,56.66634092,80,8,131.7,cotton
California,Chico,39°46′N 121°49′W / 39.76°N 121.82°W,March,81,73,47,63.38548423,85,6,104.5,mungbean
California,San Mateo,37°34′N 122°19′W / 37.56°N 122.31°W,March,75,49,71,54.68213833,85,7,82.1,apple
Oregon,Bend,44°04′N 121°19′W / 44.06°N 121.31°W,March,93,47,40,56.24812383,83,4,133.3,kidneybeans
Arizona,Goodyear,33°15′N 112°22′W / 33.25°N 112.37°W,March,80,80,45,68.81768009,74,3,50.9,pomegranate
Arizona,Buckeye,33°26′N 112°38′W / 33.43°N 112.64°W,March,81,48,44,57.99150907,85,4,112,mango
California,Daly City,37°41′N 122°28′W / 37.69°N 122.47°W,March,69,84,77,57.89321521,71,7,110.4,mothbeans
Indiana,Fishers,39°58′N 85°58′W / 39.96°N 85.97°W,March,89,64,75,58.35546614,84,4,123.9,orange
Massachusetts,Quincy,42°16′N 71°01′W / 42.26°N 71.01°W,March,82,59,60,47.66327254,74,6,69.4,watermelon
Iowa,Davenport,41°34′N 90°36′W / 41.56°N 90.60°W,March,68,70,62,73.19504654,81,8,74.2,banana
California,Hesperia,34°24′N 117°19′W / 34.40°N 117.32°W,March,91,69,62,67.61238068,80,7,105.5,apple
Massachusetts,New Bedford,41°40′N 70°56′W / 41.66°N 70.94°W,March,88,65,59,58.01705033,72,3,140.5,mungbean
Massachusetts,Lynn,42°28′N 70°58′W / 42.47°N 70.96°W,March,90,41,60,78.22663002,71,8,91.2,papaya
Indiana,Carmel,39°58′N 86°09′W / 39.97°N 86.15°W,March,90,48,51,50.97728789,80,7,145.3,watermelon
Colorado,Longmont,40°10′N 105°06′W / 40.17°N 105.10°W,March,75,57,75,58.66095531,78,6,89.5,kidneybeans
Alabama,Tuscaloosa,33°14′N 87°32′W / 33.23°N 87.53°W,March,75,48,61,50.89214042,85,6,79.9,lentil
California,Norwalk,33°55′N 118°05′W / 33.91°N 118.08°W,April,84,57,57,54.14157897,82,5,107,pigeonpeas
New York,New York,40°40′N 73°56′W / 40.66°N 73.94°W,April,89,49,46,70.1672287,83,4,143.9,mango
California,Los Angeles,34°01′N 118°25′W / 34.02°N 118.41°W,April,72,60,77,64.56350891,83,6,47.7,pomegranate
Illinois,Chicago,41°50′N 87°41′W / 41.84°N 87.68°W,April,80,49,84,55.95225838,67,6,145.2,watermelon
Texas,Houston,29°47′N 95°23′W / 29.79°N 95.39°W,April,67,57,62,68.51483257,80,4,86.4,rice
Arizona,Phoenix,33°34′N 112°05′W / 33.57°N 112.09°W,April,69,79,54,70.93492741,71,5,102.6,mungbean
Pennsylvania,Philadelphia,40°01′N 75°08′W / 40.01°N 75.13°W,April,66,78,54,70.09152242,71,4,46.9,grapes
Texas,San Antonio,29°28′N 98°31′W / 29.46°N 98.52°W,April,87,57,68,53.58958288,74,8,118.9,mothbeans
California,San Diego,32°49′N 117°08′W / 32.81°N 117.14°W,April,70,48,50,72.22913065,83,4,110.1,mothbeans
Texas,Dallas,32°47′N 96°46′W / 32.79°N 96.77°W,April,91,81,79,73.15582025,84,3,64.2,chickpea
California,San Jose,37°18′N 121°49′W / 37.30°N 121.81°W,April,76,48,75,72.98513031,83,6,42.4,cotton
Texas,Austin,30°18′N 97°45′W / 30.30°N 97.75°W,April,80,67,51,78.64670135,68,5,64,muskmelon
Florida,Jacksonville,30°20′N 81°40′W / 30.34°N 81.66°W,April,72,84,54,46.6226799,65,4,53,papaya
Texas,Fort Worth,32°47′N 97°21′W / 32.78°N 97.35°W,April,91,83,83,52.13698194,83,6,147.9,cotton
Ohio,Columbus,39°59′N 82°59′W / 39.99°N 82.99°W,April,79,82,51,51.65804192,71,6,112.2,mungbean
Indiana,Indianapolis,39°47′N 86°09′W / 39.78°N 86.15°W,April,82,68,41,77.57386279,85,5,122.7,pomegranate
North Carolina,Charlotte,35°13′N 80°50′W / 35.21°N 80.83°W,April,78,62,76,55.34355312,66,6,144.7,banana
California,San Francisco,37°44′N 123°02′W / 37.73°N 123.03°W,April,74,84,77,70.94803608,79,7,59.8,mungbean
Washington,Seattle,47°37′N 122°21′W / 47.62°N 122.35°W,April,76,81,71,70.48380951,70,3,101.8,pomegranate
Colorado,Denver,39°46′N 104°53′W / 39.76°N 104.88°W,April,73,51,46,62.8167535,78,5,127.5,apple
Oklahoma,Oklahoma City,35°28′N 97°31′W / 35.47°N 97.51°W,April,70,46,60,69.53002361,85,4,83.7,muskmelon
Tennessee,Nashville,36°10′N 86°47′W / 36.17°N 86.79°W,April,82,85,42,69.50781405,67,8,53.8,rice
Texas,El Paso,31°51′N 106°26′W / 31.85°N 106.43°W,April,89,40,75,58.85149853,84,7,112.8,pomegranate
District of Columbia,Washington,38°54′N 77°01′W / 38.90°N 77.02°W,April,67,76,67,46.06995208,66,5,48.5,watermelon
Massachusetts,Boston,42°20′N 71°01′W / 42.34°N 71.02°W,April,92,60,47,52.21215317,78,3,95,orange
Nevada,Las Vegas,36°14′N 115°16′W / 36.23°N 115.26°W,April,66,83,44,58.00727171,71,8,145.6,orange
Oregon,Portland,45°32′N 122°39′W / 45.54°N 122.65°W,April,85,50,41,70.85355158,72,7,114.5,pigeonpeas
Michigan,Detroit,42°23′N 83°06′W / 42.38°N 83.10°W,April,84,46,76,65.17470837,83,8,124.7,muskmelon
Kentucky,Louisville,38°10′N 85°39′W / 38.17°N 85.65°W,April,85,74,82,75.63525014,75,7,45.6,muskmelon
Tennessee,Memphis,35°07′N 89°58′W / 35.11°N 89.97°W,April,79,46,72,73.25881107,75,4,135.7,papaya
Maryland,Baltimore,39°18′N 76°37′W / 39.30°N 76.61°W,April,82,59,50,46.67542028,80,3,133.4,cotton
Wisconsin,Milwaukee,43°04′N 87°58′W / 43.06°N 87.97°W,April,74,43,40,51.80466012,75,5,74.5,pigeonpeas
New Mexico,Albuquerque,35°06′N 106°39′W / 35.10°N 106.65°W,April,70,77,74,69.34904895,84,7,66.5,jute
California,Fresno,36°47′N 119°47′W / 36.78°N 119.79°W,April,75,74,73,60.81238243,72,8,99,mothbeans
Arizona,Tucson,32°09′N 110°52′W / 32.15°N 110.87°W,April,72,75,74,62.59545459,85,4,97.5,maize
California,Sacramento,38°34′N 121°28′W / 38.57°N 121.47°W,April,67,67,56,47.3437498,78,3,140.1,apple
Arizona,Mesa,33°24′N 111°43′W / 33.40°N 111.72°W,April,83,74,70,51.27235175,76,5,87.1,chickpea
Missouri,Kansas City,39°07′N 94°34′W / 39.12°N 94.56°W,April,89,60,47,50.69442614,81,5,104.6,blackgram
Georgia,Atlanta,33°46′N 84°25′W / 33.76°N 84.42°W,April,84,79,81,72.6304955,71,6,98.1,chickpea
Nebraska,Omaha,41°16′N 96°03′W / 41.26°N 96.05°W,April,80,55,47,45.23989581,79,6,43.7,chickpea
Colorado,Colorado Springs,38°52′N 104°46′W / 38.87°N 104.76°W,April,84,53,55,65.5377366,66,8,144.2,cotton
North Carolina,Raleigh,35°50′N 78°38′W / 35.83°N 78.64°W,April,85,68,65,61.53645235,69,7,103.2,pomegranate
Virginia,Virginia Beach,36°47′N 76°02′W / 36.78°N 76.03°W,April,91,58,52,49.77521318,70,8,94,jute
California,Long Beach,33°47′N 118°10′W / 33.78°N 118.17°W,April,88,80,51,51.49881394,68,7,114.5,mungbean
Florida,Miami,25°47′N 80°13′W / 25.78°N 80.21°W,April,76,57,56,75.29035744,83,4,85.7,pomegranate
California,Oakland,37°46′N 122°14′W / 37.77°N 122.23°W,April,79,69,82,49.76093755,74,3,58.1,mothbeans
Minnesota,Minneapolis,44°58′N 93°16′W / 44.96°N 93.27°W,April,72,63,49,59.99207932,70,8,78.8,muskmelon
Oklahoma,Tulsa,36°08′N 95°54′W / 36.13°N 95.90°W,April,81,50,69,53.08355827,71,4,63.4,kidneybeans
California,Bakersfield,35°21′N 119°02′W / 35.35°N 119.04°W,April,93,69,83,64.40352374,82,7,75,muskmelon
Kansas,Wichita,37°41′N 97°21′W / 37.69°N 97.35°W,April,69,76,68,65.14387026,74,4,109.9,mango
Texas,Arlington,32°42′N 97°07′W / 32.70°N 97.12°W,April,72,72,47,70.46414637,66,6,46.3,rice
Colorado,Aurora,39°42′N 104°43′W / 39.70°N 104.72°W,April,88,47,74,72.62083076,81,7,122.5,watermelon
Florida,Tampa,27°58′N 82°28′W / 27.97°N 82.47°W,April,93,70,68,48.93629239,76,8,125.5,cotton
Louisiana,New Orleans,30°03′N 89°56′W / 30.05°N 89.93°W,April,91,52,57,71.9970625,73,8,74.6,pomegranate
Ohio,Cleveland,41°29′N 81°41′W / 41.48°N 81.68°W,April,67,73,57,65.68592294,80,5,109.8,watermelon
California,Anaheim,33°52′N 117°46′W / 33.86°N 117.76°W,April,69,47,44,51.56090283,81,7,148,rice
Hawaii,Honolulu,21°19′N 157°51′W / 21.32°N 157.85°W,April,87,63,77,73.67271277,76,4,74.1,apple
Nevada,Henderson,36°01′N 115°02′W / 36.01°N 115.04°W,April,83,70,80,61.54586684,82,7,127.3,maize
California,Stockton,37°59′N 121°19′W / 37.98°N 121.31°W,April,86,63,70,66.70456096,66,4,65.7,rice
Kentucky,Lexington,38°02′N 84°28′W / 38.04°N 84.46°W,April,87,45,41,77.96523338,69,5,137.2,cotton
Texas,Corpus Christi,27°45′N 97°10′W / 27.75°N 97.17°W,April,65,47,53,51.29506317,85,7,75.8,lentil
California,Riverside,33°56′N 117°23′W / 33.94°N 117.39°W,April,74,69,85,47.58689385,76,6,91,apple
California,Santa Ana,33°44′N 117°53′W / 33.74°N 117.88°W,April,69,70,77,61.17780856,77,6,65.9,jute
Florida,Orlando,28°25′N 81°15′W / 28.41°N 81.25°W,April,66,58,47,52.95319786,73,4,109.6,cotton
California,Irvine,33°41′N 117°46′W / 33.68°N 117.77°W,April,85,77,76,73.36964806,65,5,118.3,pigeonpeas
Ohio,Cincinnati,39°08′N 84°31′W / 39.14°N 84.51°W,April,67,41,68,47.31873305,85,8,98.5,lentil
New Jersey,Newark,40°43′N 74°10′W / 40.72°N 74.17°W,April,80,71,66,62.86162261,82,7,71.9,mothbeans
Minnesota,Saint Paul,44°57′N 93°06′W / 44.95°N 93.10°W,April,78,71,51,57.97622475,79,8,85.5,grapes
Pennsylvania,Pittsburgh,40°26′N 79°59′W / 40.44°N 79.98°W,April,69,83,85,75.88475181,72,8,119.7,mothbeans
North Carolina,Greensboro,36°06′N 79°50′W / 36.10°N 79.83°W,April,75,78,70,50.9441964,67,7,71.8,papaya
Missouri,St. Louis,38°38′N 90°14′W / 38.64°N 90.24°W,April,93,54,42,64.17015166,84,7,139.4,muskmelon
Nebraska,Lincoln,40°49′N 96°41′W / 40.81°N 96.68°W,April,89,50,72,54.11634186,67,6,72.7,pomegranate
Texas,Plano,33°03′N 96°45′W / 33.05°N 96.75°W,April,67,44,72,71.07845542,74,5,149.9,chickpea
Alaska,Anchorage,61°10′N 149°17′W / 61.17°N 149.28°W,April,76,79,67,50.31530801,77,6,73.2,pigeonpeas
North Carolina,Durham,35°59′N 78°54′W / 35.98°N 78.90°W,April,79,60,44,66.21371423,77,4,106.4,maize
New Jersey,Jersey City,40°43′N 74°04′W / 40.71°N 74.06°W,April,75,40,45,51.12152115,84,4,59.8,rice
Arizona,Chandler,33°17′N 111°51′W / 33.28°N 111.85°W,April,72,71,66,57.01532225,85,7,85.5,lentil
California,Chula Vista,32°38′N 117°01′W / 32.63°N 117.02°W,April,92,77,75,76.1343464,81,4,57.4,pomegranate
New York,Buffalo,42°53′N 78°52′W / 42.89°N 78.86°W,April,81,77,45,59.17494077,83,6,137.9,pigeonpeas
Nevada,North Las Vegas,36°17′N 115°05′W / 36.28°N 115.09°W,April,65,41,84,63.91803321,70,3,67.5,kidneybeans
Arizona,Gilbert,33°19′N 111°44′W / 33.31°N 111.74°W,April,81,45,43,69.55902926,78,3,70.2,lentil
Wisconsin,Madison,43°05′N 89°26′W / 43.09°N 89.43°W,April,79,65,43,63.29373795,71,6,90.2,blackgram
Nevada,Reno,39°33′N 119°51′W / 39.55°N 119.85°W,April,83,63,80,54.54202427,78,8,52.2,pomegranate
Ohio,Toledo,41°40′N 83°35′W / 41.66°N 83.58°W,April,88,70,71,60.6663117,66,8,46.4,apple
Indiana,Fort Wayne,41°05′N 85°08′W / 41.09°N 85.14°W,April,83,49,41,57.49225941,82,6,84.3,mungbean
Texas,Lubbock,33°34′N 101°53′W / 33.57°N 101.89°W,April,72,73,57,64.55152458,79,8,62.3,kidneybeans
Florida,St. Petersburg,27°46′N 82°38′W / 27.77°N 82.64°W,April,90,58,56,47.19742919,75,4,136.1,maize
Texas,Laredo,27°34′N 99°29′W / 27.56°N 99.49°W,April,74,84,55,58.96812833,74,6,57.3,mungbean
Texas,Irving,32°52′N 96°58′W / 32.86°N 96.97°W,April,76,42,71,63.96491993,78,7,134.6,blackgram
Virginia,Chesapeake,36°41′N 76°18′W / 36.68°N 76.30°W,April,66,74,45,60.97327384,70,8,78.3,banana
North Carolina,Winston–Salem,36°06′N 80°16′W / 36.10°N 80.26°W,April,82,52,69,58.00878062,81,8,75.9,cotton
Arizona,Glendale,33°32′N 112°11′W / 33.53°N 112.19°W,April,92,80,80,47.08484499,83,8,79.9,papaya
Arizona,Scottsdale,33°41′N 111°52′W / 33.68°N 111.86°W,April,67,58,54,68.83487294,84,8,66.7,jute
Texas,Garland,32°55′N 96°38′W / 32.91°N 96.63°W,April,82,59,70,72.86438128,70,6,100.8,apple
Idaho,Boise,43°36′N 116°14′W / 43.60°N 116.23°W,April,76,76,75,56.09205485,70,4,114.9,orange
Virginia,Norfolk,36°55′N 76°14′W / 36.92°N 76.24°W,April,69,46,66,76.78398447,77,8,69.2,mothbeans
Washington,Spokane,47°40′N 117°26′W / 47.67°N 117.43°W,April,71,76,57,75.92035956,80,7,149.9,orange
California,Fremont,37°29′N 121°56′W / 37.49°N 121.94°W,April,79,84,71,58.2217598,74,4,82.2,jute
Virginia,Richmond,37°32′N 77°29′W / 37.53°N 77.48°W,April,90,40,84,78.67050463,78,4,59.8,mango
California,Santa Clarita,34°25′N 118°29′W / 34.41°N 118.49°W,April,66,43,40,63.5351844,79,6,126.4,banana
California,San Bernardino,34°08′N 117°17′W / 34.14°N 117.29°W,April,80,64,53,60.45821172,79,4,48.7,apple
Louisiana,Baton Rouge,30°26′N 91°08′W / 30.44°N 91.13°W,April,67,58,40,68.43696811,84,3,49.1,banana
Florida,Hialeah,25°52′N 80°18′W / 25.87°N 80.30°W,April,87,44,64,70.30752644,74,5,130,orange
Washington,Tacoma,47°15′N 122°28′W / 47.25°N 122.46°W,April,75,61,85,63.90664227,72,3,60.4,chickpea
California,Modesto,37°38′N 121°00′W / 37.64°N 121.00°W,April,81,61,74,54.14832907,69,6,127.9,chickpea
Florida,Port St. Lucie,27°17′N 80°23′W / 27.28°N 80.39°W,April,75,60,58,48.84395874,83,8,63.1,pigeonpeas
Alabama,Huntsville,34°47′N 86°32′W / 34.78°N 86.53°W,April,72,61,76,78.62296712,65,3,149.6,chickpea
Iowa,Des Moines,41°34′N 93°37′W / 41.57°N 93.61°W,April,72,65,82,51.04886723,83,4,149.7,rice
California,Moreno Valley,33°55′N 117°13′W / 33.92°N 117.21°W,April,78,65,52,55.84660816,68,8,136.1,kidneybeans
California,Fontana,34°07′N 117°28′W / 34.11°N 117.46°W,April,87,43,48,57.0863745,68,6,40.6,lentil
Texas,Frisco,33°10′N 96°49′W / 33.16°N 96.82°W,April,72,61,44,78.86799418,70,3,76.3,mothbeans
New York,Rochester,43°10′N 77°37′W / 43.17°N 77.62°W,April,91,57,65,76.40362655,69,5,134.5,mothbeans
New York,Yonkers,40°57′N 73°52′W / 40.95°N 73.87°W,April,87,59,41,78.74649043,83,3,77.3,blackgram
North Carolina,Fayetteville,35°05′N 78°58′W / 35.08°N 78.97°W,April,79,45,40,54.53512244,85,3,82.6,maize
Massachusetts,Worcester,42°16′N 71°49′W / 42.27°N 71.81°W,April,73,57,83,48.95215735,82,4,71.5,banana
Georgia,Columbus,32°31′N 84°52′W / 32.51°N 84.87°W,April,91,69,79,74.11228712,77,4,137.9,rice
Florida,Cape Coral,26°39′N 81°59′W / 26.65°N 81.99°W,April,93,78,65,62.4233231,76,8,126.5,rice
Texas,McKinney,33°12′N 96°40′W / 33.20°N 96.66°W,April,73,56,69,76.64660456,78,4,93.3,mango
Arkansas,Little Rock,34°43′N 92°22′W / 34.72°N 92.36°W,April,87,79,51,70.11837688,71,4,52.2,cotton
California,Oxnard,34°12′N 119°13′W / 34.20°N 119.21°W,April,79,47,80,46.88748972,72,6,141.7,orange
